ANIO FISCAL;ACTIVIDAD ECONÓMICA;TOTAL GASTOS (798);TOTAL COSTOS (797);TOTAL IMPUESTO CAUSADO (839)
2018;G479903;1300642.7;0;34738.55
2018;H491200;732;60472.91;0
2018;H492101;81515062.17;50770977.65;394344.81
2018;H492102;246158798.54;124485157.35;315653.37
2018;H492201;33918538.75;11326638.28;257463.62
2018;H492202;49970681.2;15900352.2;254258.9
2018;H492204;1502121.02;775745.58;41558.67
2018;H492205;104031783.56;36120616.45;631105.96
2018;H492206;6930.54;0;0
2018;H492301;1080891410.96;468883094.44;16985368
2018;H492302;267545.86;782345.8;8134.26
2018;H492303;0;0;1.1
2018;H492304;968003.34;0;8895.61
2018;H492305;77866882.36;23024153.7;732369.76
2018;H492306;8275153.76;2487775.09;52280.41
2018;H493000;176826939.98;40984.91;169941.89
2018;H501101;15234123.27;1875610.4;137757.43
2018;H501102;389873.79;6104866.01;71956.05
2018;H501201;101214209.53;571959819.13;7698491.24
2018;H501202;6157201.73;12437446.89;627761.48
2018;H501203;390816.28;480142.53;1011.41
2018;H502101;1834915.43;862255.64;34794.46
2018;H502201;368158.68;319451.43;1766.71
2018;H511001;484098766.89;337709519.97;5829525.3
2018;H511002;23348450.43;52684687.1;898849.32
2018;H511003;762733.14;0;2194.72
2018;H512001;65612280.59;87210363.94;1646002.69
2018;H512002;1.2;0;0
2018;H512004;18396980.45;32134737.38;1159467.73
2018;H512005;2698265.08;6004760.9;241100.23
2018;H521000;160490087.91;339930476.29;7109675.2
2018;H522101;36569448.06;25064502.77;435105.04
2018;H522102;18929250.79;5199415.37;689416.83
2018;H522103;6418620.58;13071904.66;0
2018;H522200;31654988.72;37345225.75;1616891.45
2018;H522301;17487797.55;41117266.08;311711.24
2018;H522302;1335730.61;412395.34;4959.01
2018;H522400;218214631.93;163019464.44;13810202.67
2018;H522901;19070838.67;11762619.35;1964355.48
2018;H522902;116083933.33;168628326.26;4206971.45
2018;H522903;153484538.51;176891277.62;6002441.15
2018;H522904;247300.62;39330.63;1314.45
2018;H522905;3661815.06;1117666.52;25951.51
2018;H531000;82744109.18;40362348.68;2042018.38
2018;H531001;0;10.99;0
2018;H531002;122197.89;0;235.23
2018;H532000;27875660.69;24703604.47;705004.82
2018;I551001;171894358.59;127662420.57;6785321.86
2018;I551002;13805939.94;12925814.01;555656.8
2018;I551009;2527332.5;2308197.21;42631.57
2018;I552000;538223.71;58061.36;3576.63
2018;I559001;292526.05;0;218.39
2018;I561001;404337355.22;432625461.02;11814766.21
2018;I561002;30746898.65;63125867.31;551340.31
2018;I561003;1467224.45;1531632.73;28487.51
2018;I561004;56243.61;185594.27;3521.92
2018;I562100;48869264.97;191798981.07;5552447.53
2018;I562901;15782081.3;38314204.86;809430.2
2018;I562902;895326.48;4502053.72;42742.47
2018;I563001;2824876.39;2589575.47;40254.61
2018;I563002;17232897.03;27013282.83;487350.6
2018;J581101;19476743.07;19683490.64;324471.11
2018;J581200;11523;73815;2165.62
2018;J581301;45285057.57;47677741.12;1345493.95
2018;J581302;23067493.46;22082062.11;566296.77
2018;J581901;550036.01;838239.9;22781.6
2018;J581902;15442.04;0;3.09
2018;J582000;4820747.5;489432.53;24228.64
2018;J591100;16547067.71;14185307.7;676853.67
2018;J591201;504816.27;293135.14;4933.76
2018;J591202;1455920.47;1057658.01;82554.67
2018;J591300;6228363.62;1646386.09;48521.83
2018;J591400;79647791.73;22801202.46;993886.3
2018;J592001;237532.15;312592.73;9575.17
2018;J592002;1517.32;0;0
2018;J592003;857311.38;37164.05;16019.88
2018;J592004;56951.81;0;170.81
2018;J592005;365114.72;257371.29;2384.21
2018;J601001;25359650.98;25078246.98;604784.17
2018;J601002;474461.63;0;8430.65
2018;J602001;45356877.08;75649705.39;896782.58
2018;J602002;1489238.3;41757.91;2852.15
2018;J611001;52182994.96;127249737.41;4778066.47
2018;J611002;29155482.23;19101631.09;317174.89
2018;J611003;1317265.42;4421707.85;66231.21
2018;J611004;14354764.65;10154150.48;520379.65
2018;J612001;2276271678.98;380142546.68;85929807.23
2018;J612002;1122.28;15022.55;232.85
2018;J612003;110067933.4;1982032.6;5694980.23
2018;J613001;119322979.9;141966159.23;8448313.8
2018;J613002;755506.36;92903.53;14497.91
2018;J619001;1958569.71;1661406.89;26844.67
2018;J619002;745056.11;1424313.11;42947.58
2018;J619003;1020084.56;1433430.75;12549.62
2018;J619004;2018507.63;3139053.11;36332.14
2018;J619005;3250819.92;10635959.29;128703.63
2018;J619006;2622059.61;5284912.35;241196.68
2018;J619009;26796686.35;43091704.81;1574883.74
2018;J620101;134611564.21;89382540.34;12734603.24
2018;J620102;3583020.84;382009.09;82033.71
2018;J620210;26705958.03;20909508.7;950944.29
2018;J620220;3125702.3;5060913.52;129408.81
2018;J620901;27712972.53;123094744.53;827566.74
2018;J620902;4092.36;138695.2;5405.16
2018;J631101;1267843.29;302956.09;28259.46
2018;J631102;22970511.31;12968074.77;1989215.38
2018;J631103;7695247.35;14959259.51;280045.16
2018;J631104;3782195.58;8144257.54;664202.06
2018;J631200;1962366.7;898095.14;70347.72
2018;J639100;5015871.16;403245.09;50786.34
2018;J639900;6210537.57;277522.03;7053.53
2018;K641100;0;0;0
2018;K641901;3626339255.3;1708369.34;219071832.74
2018;K641902;1382709133.13;5580140;59831103.3
2018;K641903;77748784.98;0;999058.62
2018;K642000;193475671.85;27923994.86;4744793.17
2018;K643000;171723229.3;24570636.56;4992866.39
2018;K649100;484205.09;4428240.56;30082.65
2018;K649201;4141534.42;0;182390.53
2018;K649202;11847458.23;0;1023125.2
2018;K649901;7386730.7;1089992.21;334186.38
2018;K649902;103641161.88;19628910.49;5923348.51
2018;K651100;777272979.7;18629902.23;10129942.48
2018;K651201;1097698210.52;21032548.99;25093725.53
2018;K651202;148996416.74;107702245.88;2545120.89
2018;K652000;870775.29;0;14737.56
2018;K653000;35329739.25;0;267617.24
2018;K661100;80923772.6;81627641.64;3218197.72
2018;K661201;1643936.86;602290.09;44203.05
2018;K661202;7533946.47;0;224606.51
2018;K661901;95043426.58;23222907.27;7374968.03
2018;K661902;1392450.28;26942.73;338983.63
2018;K661903;44969747.7;7317458.01;1193556.62
2018;K662100;110176381.85;2937061.4;2913587.73
2018;K662200;317581113.76;4908559.91;7148697.66
2018;K662900;2139638.71;539222.36;317612.39
2018;K663000;204655389.17;116700962.35;11016936.86
2018;L681001;353281607.12;414295294.79;30523337.36
2018;L681003;23758722.73;54285459.97;1751247.03
2018;L681004;40856244.86;8499873.11;424786.88
2018;L682001;578029.37;220313.47;10831.7
2018;L682002;192964785;164738056.79;17642342.92
2018;L682003;562175485.69;168141872.64;23804954.3
2018;L682004;6453843.13;3100121.99;274937.84
2018;L682005;15598.92;0;183.97
2018;M691001;53371295.15;8811928.18;1705499.5
2018;M691002;142662.58;3539.04;111394.5
2018;M691003;598510.39;48332.33;5563.7
2018;M691009;126653381.07;19667280.85;6686789.4
2018;M692001;3736073.76;289891.45;194438.51
2018;M692002;7236091.48;1259524.42;119364.57
2018;M692003;11829968.42;7501517.07;888386.99
2018;M692004;7217380.9;164308.93;8382.29
2018;M692009;112852043.61;16451433.18;2247338.45
2018;M701000;235381464.59;175189964.06;6692535.45
2018;M702001;33769297.6;30701692.06;859197.37
2018;M702002;2635763.56;898866.73;234609.75
2018;M702003;300478373.57;124891388.76;10686280.44
2018;M702004;289304010.3;120861145.49;12369931.06
2018;M711011;50708308.08;66340954.77;2363703.94
2018;M711012;1110652.01;1924083.72;77716.55
2018;M711021;20705565.57;37634395.55;958937.91
2018;M711022;205618168.27;516308694.13;10703096.12
2018;M711023;2574470.4;3556534.31;182041.49
2018;M711024;73769811.25;240508478.69;3120296.6
2018;M711025;13080115.58;5589290.42;463971.2
2018;M711026;1100800.1;470511.97;9150.91
2018;M711027;3908712.42;5928957.52;308446.18
2018;M711029;16418949.99;12800690.93;1039504.03
2018;M711031;3324598.16;3495148.4;131051.48
2018;M711032;1073463.34;518558.7;11144.49
2018;M711033;2049061.71;960692.09;97939.65
2018;M711034;12131010.28;34364069.73;615063.89
2018;M711090;3679971.44;1393752.37;164296.41
2018;M712011;9776978.68;2481535.14;222173.44
2018;M712012;6977758.38;7727190.29;653335.11
2018;M712013;1432644.88;1418539.27;47044.11
2018;M712014;1541327.84;414763.62;69829.89
2018;M712015;11977256.3;12562629.29;971522.84
2018;M712016;1457775.88;614552.04;85120.54
2018;M712091;4171638.79;2273263.01;177561.56
2018;M712092;7020357.63;713202.61;572416.89
2018;M712093;408208.94;20879.75;4745.26
2018;M712099;217198.73;2535.14;2.26
2018;M721011;45736.23;67237.14;23.3
2018;M721012;5895.96;20574.91;0
2018;M721013;47678.9;405217.65;0
2018;M721014;161805.09;57777.25;1655.71
2018;M721016;1628.21;0;219.58
2018;M721021;7548816.63;3901580.31;235280.24
2018;M721022;9273590.86;2354910.69;81674.32
2018;M721023;9624178.74;394126.08;636002.47
2018;M721024;487143.55;619716.97;34576.55
2018;M721025;9619555.1;2261030.8;28243.88
2018;M721026;757649.11;49361.76;24268.32
2018;M721027;3700210.12;3071306.7;56096.44
2018;M721029;463933.18;699113.09;7450.64
2018;M722001;4627410.94;722989.75;61075.07
2018;M722002;864780.33;172550.33;2551.85
2018;M722003;12681725.8;9228690.29;1382722.23
2018;M722004;31705.48;124;0
2018;M722005;45821;0;234.32
2018;M722009;1400329.28;32053.54;1038.31
2018;M731001;38912058.51;81824323.97;593921.83
2018;M731002;134434364.86;189107811.75;4166554.51
2018;M731003;9938590.8;9435201.89;982711.78
2018;M731004;70488339.12;82094165.11;2631104.76
2018;M731005;926268.86;98578.37;16147.28
2018;M731009;22786513.25;11775381.08;809643.11
2018;M732001;10984960.31;8635037.93;983635.02
2018;M732002;7626746.8;1449801.95;285590.74
2018;M741001;1606366.77;216505.46;46296.78
2018;M741002;5575541.5;2986300.65;236997.23
2018;M741003;402976.12;215630.45;4860.63
2018;M741004;4190694.83;5001887.19;108212
2018;M741009;67610.15;509776.27;18186.37
2018;M742001;3895863.39;2355278.76;183600.72
2018;M742002;262858.11;19903.88;4329.29
2018;M742003;62765.52;44254.65;8091.44
2018;M742004;1544.7;0;24.93
2018;M742009;91540.77;22880.94;197.99
2018;M749010;18395049.44;26577809.95;629490.54
2018;M749011;578856.95;356289.14;19394.36
2018;M749012;4512040.85;2917580.56;97434.71
2018;M749013;140005.17;178188.87;2925.99
2018;M749014;0;0;0
2018;M749016;37556015.77;11848852.38;2645844.25
2018;M749019;1100386.45;470645.81;43671.88
2018;M749021;10128248.43;5337601.09;200355.5
2018;M749022;1506961.73;208272.2;30167.64
2018;M749023;12126828.48;7100355.01;507044.3
2018;M749024;2924840.24;1126328.83;60345.64
2018;M749029;29936416.2;15644549.54;1028997.69
2018;M749090;10160088.23;7014806.01;676571.68
2018;M750001;294620.9;192166.26;462.3
2018;M750002;3423810.81;3977687.17;62985.33
2018;M750003;1722261.36;2417323.71;32952.19
2018;M750004;44064.97;215862.1;4378.3
2018;M750005;152709.26;28894.88;1934.59
2018;N771000;47884524.85;11291184.05;3148411.35
2018;N772101;39424.16;11464.88;215.6
2018;N772102;0;384.12;0
2018;N772103;1532554.71;1668349.36;0
2018;N772104;16234.33;19436.37;127.41
2018;N772109;0;0;0
2018;N772200;3056608;3208883.39;415229.21
2018;N772901;64633.21;4240.93;34.36
2018;N772902;432949.93;61598.43;3586.19
2018;N772903;0;0;0
2018;N772909;2071418.67;3022868.55;113889.29
2018;N773011;17218409.73;22745101.64;1194044.73
2018;N773012;4960773.89;10895954.81;292950.03
2018;N773013;1726931.83;509082.97;35483.9
2018;N773014;2831997.58;3548294.46;68528.68
2018;N773015;19121630.66;29006886.74;1330961.28
2018;N773016;22288143.21;10651136.11;528033.34
2018;N773019;2412640.09;2715586.76;165263.13
2018;N773021;487378.99;0;9721.74
2018;N773023;716928.92;144488.49;16166.13
2018;N773024;711842.31;440177.3;2299.84
2018;N773031;0;20200;0
2018;N773032;7226115.04;644253.52;406817.03
2018;N773034;113940.2;0;0
2018;N774001;252438.51;0;639969.36
2018;N774002;3491766.8;8069758.04;260952.85
2018;N774003;616056.75;587605.72;26892.68
2018;N781000;17276390.44;9853951.69;487708.26
2018;N782000;11288001.01;1820923.47;337575.36
2018;N783000;1393343.23;4644266.65;58278.4
2018;N791100;224413798.96;269746824.98;8098223.24
2018;N791200;50763550.82;73140484.24;2922908.97
2018;N799001;1253330.44;4039281.27;98727.99
2018;N799002;0;0;0.75
2018;N799003;461966.82;1599162.59;4338.4
2018;N799004;11812137.2;6703661.89;378839.32
2018;N799005;3558344.57;947164.2;24849.37
2018;N801001;46542088.82;60057639.67;2055134.38
2018;N801002;956239.69;56728.58;11665.4
2018;N801003;405622441.88;270226289.1;8372910.13
2018;N801004;19533253.29;6171784.45;219467.15
2018;N801005;4681235.27;18829;47526.71
2018;N801009;8286476.79;1400011.05;125720.74
2018;N802001;23471141.32;28796306.06;517144.25
2018;N802002;2011.05;0;0
2018;N803000;15408133.25;270482.15;8025.15
2018;N811000;4979422;3066737.68;79585.39
2018;N812100;44882365.96;43819402.31;919446.92
2018;N812911;61294817.1;42632437.57;1202872.58
2018;N812912;3302791.63;5808692.21;232892.86
2018;N812991;1711997.88;2892009.63;58805.31
2018;N812992;0;0;0
2018;N812993;602.64;23639.93;525.5
2018;N812994;12809194.21;4047797.75;385380.17
2018;N812995;9314045.51;8352248.45;239430.77
2018;N812999;30316.79;0;0
2018;N813011;183181.61;600833.81;13623.59
2018;N813012;1514113.92;2498616.49;77397.35
2018;N813021;46036.6;282279.14;1623.04
2018;N813022;16375.84;0;0
2018;N813023;44831.11;19138.8;1207.34
2018;N821100;107214070.41;119247455.2;3293558.68
2018;N821901;35315569.29;34951582.68;1357935.4
2018;N821903;241131.1;893349.53;17014
2018;N821909;674327.9;13526.62;11473.85
2018;N822001;65729913.23;11451534.82;771669.94
2018;N822002;5112198.89;2197725.96;71892.97
2018;N823000;141914659.81;30475006.72;1977838.31
2018;N829101;50068497.43;7769187.1;2598903.67
2018;N829102;1557786.04;498823.1;113408.83
2018;N829201;12393111.77;42690517.8;1262363.57
2018;N829202;863974.26;512240.16;23547.83
2018;N829209;1203807.82;3967489.45;77168.09
2018;N829903;5707458.07;64689.73;101039.25
2018;N829909;148047.62;2422.79;826.95
2018;O841101;178068853.94;0;483.2
2018;O841102;1106425.61;0;23934.05
2018;O841103;2475772.98;740510.09;49913.54
2018;O841104;6764845.67;0;1337752.72
2018;O841106;1857571.58;0;88554.75
2018;O841107;140671220.37;446238.73;19259559.79
2018;O841211;15043626.44;1767158.72;805964.69
2018;O841212;22338430.17;2359208.73;22295.08
2018;O841213;13308995.83;7048266.7;96245.13
2018;O841214;25238149.03;8347566.82;126100.63
2018;O841215;16429259.29;2884242.61;74376
2018;O841216;0;0;0
2018;O841217;25699615.95;2907170.06;580352.5
2018;O841220;2652451.16;61740;39708.76
2018;O841291;28204226.95;22071487.59;568233.27
2018;O841292;10947288.85;24919416.83;5523421.73
2018;O841311;18608.79;76133.9;825.34
2018;O841313;15796105.81;21333008.63;188770.6
2018;O841314;2353695.74;36418.59;32.55
2018;O841315;111304200.37;1272134.45;302554.49
2018;O841317;65868581.4;17878561.33;976596.12
2018;O841318;13067434.33;4999807.37;128806.25
2018;O841391;32000;294657.53;6020.55
2018;O841392;0;0;0
2018;O842101;1271587.51;66668.1;12.18
2018;O842102;5261215.07;44976.28;93193.44
2018;O842103;134605.91;0;0
2018;O842201;778002922.65;0;102450.33
2018;O842203;0;0;0
2018;O842204;0;0;0
2018;O842301;0;0;0
2018;O842302;14005665.54;951345.94;359790.2
2018;O842303;23127.26;0;196.35
2018;O842304;0;0;0
2018;O842305;77094.52;0;0
2018;O843000;3528602.65;112721.62;137268.65
2018;O843001;387766357.54;0;1160.98
2018;P851011;136273956.4;13072688.36;1842338.53
2018;P851012;2644317.92;710756.43;7023.43
2018;P851021;331955993.71;60815585.21;3671949.44
2018;P851023;104836.79;0;0
2018;P851024;0;0;0
2018;P852101;208258826.31;22195263.55;2123666.84
2018;P852102;2233734.39;49357.64;4751.23
2018;P852103;1206644.76;0;759.58
2018;P852201;34526598.12;3854062.22;156083.09
2018;P852202;324341.16;78944.81;7311.43
2018;P852203;76647.15;131.07;396
2018;P852204;123378.96;131111.23;310.36
2018;P852205;0;0;0
2018;P853001;8711663.74;88987.23;19648.99
2018;P853002;886683971.94;24889303.77;7973304.67
2018;P853003;93815.64;49511.96;5971.86
2018;P854101;605074.05;61330.82;901.47
2018;P854102;118790.13;41790.02;236.11
2018;P854103;159025.61;0;0
2018;P854104;971768.22;123061.1;0
2018;P854105;93582.36;0;504.23
2018;P854109;409827.63;227926.91;2900.07
2018;P854201;509760.25;61139;8267.64
2018;P854202;914396.9;117018.45;0
2018;P854203;601501;120889.39;1167.01
2018;P854911;16946571.61;8077385.71;964103.92
2018;P854912;398419.07;202658.34;27553.58
2018;P854913;13806316.06;1355800.26;255162.04
2018;P854914;399999.83;2172.86;6249.11
2018;P854915;4322467.2;713644.85;9.08
2018;P854916;131799.81;117229.23;1552.07
2018;P854917;422529.01;134658.11;13943.75
2018;P854991;1500331.16;138007.52;16775.79
2018;P854992;61856.37;8893.7;0
2018;P854993;156858.18;183305.33;3739.18
2018;P854994;122860916.64;41760995.4;1889746.57
2018;P855000;3365613.57;740755.57;33683.32
2018;Q861001;41681547.51;32530731.24;675267.34
2018;Q861002;46680911.73;87976733.32;1643616.9
2018;Q861003;266973654.51;497071154.85;3835371.85
2018;Q861004;40629853.19;35728583.1;1864484.9
2018;Q862001;475118289.18;412283400.6;15116034.7
2018;Q862002;28624213.88;12240387.52;718052.07
2018;Q862003;389.23;0;0
2018;Q862005;5721271.42;7460054.33;40555.52
2018;Q869011;3915441.1;4926165.29;232483.37
2018;Q869012;1293633.56;1179762.4;2250.93
2018;Q869013;4899001.4;4079657.15;191890.13
2018;Q869014;11523.49;21394.73;205.97
2018;Q869017;1563601.67;232038.23;7923.54
2018;Q869018;165437.02;27730.37;0
2018;Q869021;15069428.97;10138421.78;464255.6
2018;Q869022;83785983.77;81851543.3;4762766.85
2018;Q869091;84231804.29;584441.53;70038.1
2018;Q869092;6431725.55;5285308.27;9826.37
2018;Q869099;435240.17;495411.75;8931.53
2018;Q871001;488379.89;164930.9;1329.31
2018;Q871002;1121226.68;524991.84;6900.44
2018;Q871003;5502153.71;2908133.33;33705.52
2018;Q872001;1914196.5;77254;6973.01
2018;Q872002;35982974;1030118.47;8654.85
2018;Q872003;0;0;0
2018;Q873001;34451.56;0;0
2018;Q873002;12559653.12;458445.9;51146.55
2018;Q879001;91431049.61;52567679.82;111993.52
2018;Q879002;273.28;0;0
2018;Q881000;34953774.85;5420708.68;156676.06
2018;Q889001;2336934.02;460163.18;1075.52
2018;Q889002;7686.94;29095.38;52.8
2018;Q889003;8902644.48;409699.21;445.75
2018;Q889004;74120263.04;8491739.79;142246.57
2018;Q889005;1369543.1;191216.05;4.53
2018;Q889009;45356839.58;27458046.43;11470.46
2018;Q889010;8333311.05;34129.95;8.18
2018;R900001;9590775.94;2805084.3;192915.85
2018;R900002;1625374.69;289879.66;18120.32
2018;R900003;20023.14;2350.9;51.14
2018;R900004;1167076.25;344472.26;15305.57
2018;R900005;39339.97;0;163.91
2018;R910100;6638145.83;1206254.22;248982.15
2018;R910200;1618822.46;1217807.91;8909.11
2018;R910301;360427.53;2346.22;1632.53
2018;R910302;707270.31;5125.17;2120.35
2018;R920002;369218.23;6998.34;328.66
2018;R920003;897.61;0;0
2018;R920004;5505.05;0;0
2018;R931101;63637923.02;11350062.63;134772.52
2018;R931102;10496622.16;2444639.12;261290.08
2018;R931103;125100271.35;30225337.16;525841.7
2018;R931104;205196;26556.65;203.17
2018;R931200;32514532.72;7489778.75;15219.03
2018;R931901;24964953.84;355632.37;610437.75
2018;R931902;151229.19;24937.1;2701.34
2018;R931903;28176426.28;159947.41;8738.3
2018;R931905;1825518.87;0;27787.1
2018;R931906;1611547.89;4171.79;2517.64
2018;R932100;4756411.49;2085752.87;55638.54
2018;R932901;507989.59;195773.18;759.88
2018;R932902;432612.45;176736.06;312.03
2018;R932903;4405226.96;2414455.72;95878.31
2018;R932904;366378.77;6767.33;267.91
2018;R932909;19359473.87;6217534.58;1019104.93
2018;S941100;111695174.76;43569512.76;422549.12
2018;S941200;16421421.3;18433806.08;690264.84
2018;S942000;148948144.76;188321279.88;789364.35
2018;S949101;298003527.73;32881376.31;364685.44
2018;S949102;32222809.54;3222379.09;68350.41
2018;S949200;1024943.41;42.25;2.64
2018;S949901;74344485.48;45183782.59;637715.19
2018;S949902;140176.04;59612.35;0.77
2018;S949904;3475997.02;1140204.28;486.98
2018;S949905;10996817.15;7655213.16;110433.48
2018;S951101;15974562.54;41338768.5;457263.93
2018;S951201;83012.02;24700.33;3331.72
2018;S951202;0;52024.43;76.29
2018;S951209;302514.02;236071.77;8375
2018;S952100;1022294.74;641762.91;6982.25
2018;S952201;898496.76;1149139.61;26639.56
2018;S952301;6406.58;0;0
2018;S952402;85373.97;0;1653.46
2018;S952901;0;0;0
2018;S952902;163655.96;0;2620.42
2018;S952903;392364.49;1235;7987.27
2018;S960101;9014870.12;13547216.73;398638.57
2018;S960102;6646.84;0;0
2018;S960103;48751.92;212839.74;409.18
2018;S960104;551433.06;1118342.56;32427.19
2018;S960200;9512288.2;2927833.42;163743.5
2018;S960301;76883577.42;11352605.43;2902939.57
2018;S960302;742410.3;909882.51;1565.98
2018;S960901;5411668.47;1374388.25;144338.59
2018;S960902;0;0;0
2018;S960903;0;45873.58;0
2018;S960904;5148.46;0;19.14
2018;S960905;46780.53;12209.26;17.64
2018;S960906;0;0;0
2018;S960907;209815037.91;285154524.5;10905590.79
2018;T970000;36733.65;35362.33;88.54
2018;T981000;92.1;0;0
2018;T982000;52118.28;14432.71;0.03
2018;U990001;10641264.34;1488142.98;48676.28
2018;V030000;1148921.17;224002.42;16258.21
2018;W200000;0;0;0
2019;9999999;642671.67;1122202.12;20117.42
2019;A011111;288220.41;447110.14;3263.35
2019;A011112;2365650.69;36909571.38;48768.04
2019;A011113;327931.3;310923.94;1619.33
2019;A011119;594016.37;2804642.49;61706.51
2019;A011121;128676.48;110219.33;13976.22
2019;A011123;0;3666.45;1.25
2019;A011129;2958181.7;4909703.81;225.58
2019;A011131;6709581.71;7929885.56;1071.18
2019;A011132;0;5;0
2019;A011139;11797.97;37596.57;306.8
2019;A011200;17836895.85;112343548.14;957843.75
2019;A011311;1806785.32;8081471.18;186964.84
2019;A011312;1003866.32;223221.08;14323.3
2019;A011319;747321.34;515895.9;780
2019;A011321;53325.75;482.51;271.79
2019;A011322;29223.35;85322.52;96.68
2019;A011331;105408.32;18420.78;506.09
2019;A011332;31002.59;0;0
2019;A011339;12359.52;93716.24;0
2019;A011341;798530.16;1343665.91;28710.58
2019;A011342;0;0;0
2019;A011349;61305.94;1634179.81;12434.75
2019;A011391;2253443.75;5550279.09;14730.14
2019;A011392;30125.74;22151.39;414.33
2019;A011393;0;0;0
2019;A011399;954801.76;1307884.89;89881.3
2019;A011400;10759735.8;17324058.93;329129.56
2019;A011500;10653705.76;52677575;796372.22
2019;A011601;0;0;0
2019;A011603;748.47;16157;41.79
2019;A011604;0;0;0
2019;A011605;0;0;0
2019;A011609;160182.81;46461.7;2571.7
2019;A011901;1083574.03;1622690.08;64334.54
2019;A011903;185668138.13;669395059.65;7164261.03
2019;A011904;8137.17;1669.65;331.97
2019;A012100;386023.27;1277739.89;17222.8
2019;A012201;281167467.09;1108543399.03;1454799.77
2019;A012202;780063.62;1739996.08;47145.16
2019;A012203;53908.75;45180.21;184.25
2019;A012204;96374;569739.18;5938.4
2019;A012209;32641994.79;116925032.31;684599.77
2019;A012301;169386.64;251768.11;1708.5
2019;A012302;10762.51;0;0
2019;A012309;19776;3584.15;31.2
2019;A012401;0;446.53;0
2019;A012409;11949.57;10360.09;75.2
2019;A012501;61426.85;45742.78;582.32
2019;A012502;0;0;0
2019;A012503;122429.49;337073.08;5591.98
2019;A012509;3222613.65;6607572.62;76404.54
2019;A012601;65619351.33;143976244.87;236304.97
2019;A012609;3601.48;0;32.79
2019;A012701;1384779.33;3476041.32;24702.89
2019;A012702;10805536.11;40303489.64;103931.61
2019;A012709;1200520.74;2408363.3;106223.89
2019;A012801;43424.92;18258.63;2228.18
2019;A012802;374574.56;3887035.79;7300.96
2019;A012803;21410.97;295711.35;158.01
2019;A012901;0;3134.73;5.25
2019;A012902;2484090.69;7954338.54;81615.42
2019;A012909;11240288.31;5425345.32;111013.22
2019;A013000;7910798.6;26278436.03;292235.14
2019;A014101;12182360.29;24720191.17;314506.11
2019;A014102;33722084.97;112361179.37;346320.97
2019;A014103;482013.62;412084.6;23755.16
2019;A014109;96042.99;357036.07;229.23
2019;A014201;738527.86;15000;5764.97
2019;A014300;49628.46;0;312.58
2019;A014401;210080.01;295843.33;5532.29
2019;A014402;889.1;3674.42;0
2019;A014403;0;0;0
2019;A014501;6287162.56;30349214.78;282041.7
2019;A014502;0;0;0
2019;A014601;85932409.19;654660660.32;11328941.91
2019;A014602;107.84;0;2.2
2019;A014603;3594202.1;30504742.06;215698.3
2019;A014921;15108.52;79785.12;151.9
2019;A014931;76500.1;18965.64;27.46
2019;A014991;1661085.95;9720603.07;71576.43
2019;A014994;168558.18;664115.24;5969.66
2019;A014995;289141.08;164564.29;3178.88
2019;A014996;210524.13;4682206.47;16877.35
2019;A015000;77130479.65;450375228.28;4098651.89
2019;A016101;4321007.17;13532768.27;211385.89
2019;A016102;18923955.66;61368043.84;796636.56
2019;A016103;189504.77;818512.05;4693.07
2019;A016104;11017181.5;15293787.94;223578.46
2019;A016201;1291295.36;2851191.6;62510.46
2019;A016202;446118.59;189975.63;2780.76
2019;A016209;1130891.52;1098820.21;491.55
2019;A016301;4797073.81;31699274.81;78221.76
2019;A016309;202119749.35;1086967449.8;13637414.88
2019;A016400;1789077.36;17616405.18;44342.34
2019;A021001;26886495.14;42946071.88;719081.48
2019;A021002;480628.21;5038457.94;123563.25
2019;A022001;3150194.8;11718768.61;232320.54
2019;A022002;1440579.88;515557.26;532.21
2019;A022003;9690.62;0;2.64
2019;A023000;80;0;5
2019;A024001;2324785.22;2611513.05;44639.36
2019;A024002;279951.49;69905.77;6311.8
2019;A024004;4059722.75;5399279.19;126647.24
2019;A024005;0;0;0
2019;A024006;0;0;0
2019;A031101;156790469.36;712515945.39;5375478.47
2019;A031103;1449383.27;6010781.8;9245.31
2019;A031109;0;11106.72;0
2019;A031201;1185824.4;5816863.01;217901.71
2019;A032101;3171231.79;10396055.6;49877.73
2019;A032102;354838170.92;3186012108.63;57379609.2
2019;A032103;8649333.47;44770043.57;1367481.4
2019;A032104;878629;992240.66;12731.78
2019;A032201;835581.72;5218979.7;228725.31
2019;A032202;51703.95;561350.78;262.06
2019;A032203;0;0;0
2019;A032204;8654454.9;33964172.09;383319.4
2019;A032205;4518430.14;15548734.53;328046.25
2019;B051000;50341.92;47905.99;0
2019;B051300;858789.38;809417.13;11449.62
2019;B052000;0;0;0
2019;B061000;417327841.45;703743674.05;85797775.65
2019;B062001;19165926.15;29919543.71;5910205.9
2019;B062002;0;10574.26;412.77
2019;B071001;1625263.2;223912.4;19851.07
2019;B071002;485070.28;3053859.12;61216.98
2019;B071003;0;0;2.5
2019;B072100;4244941.09;2707238.4;89953.4
2019;B072901;114180985.98;5508987.68;356820.71
2019;B072902;70884788.67;203232833.51;6777093.73
2019;B081011;1797885.22;2901477.87;135873.56
2019;B081012;15453819.32;28172678.57;3665597.33
2019;B081014;568857.79;1114893.41;1034.63
2019;B081021;34679343.87;118860939.82;3236063.13
2019;B081022;1184991.84;2213217.64;126305.37
